TradeID, Symbol, Timeframe, Session, Weekday, Direction, HTFBias, SweepType, FvgSize, ObQuality, DisplacementScore, ConfluenceScore, ATR, Spread, EntryPrice, SLPrice, TPPrice, ExitPrice, RR, RMultiple, DurationBars, MFE, MAE, ReasonClosed
214, XAUUSD, M5, NY Silver Bullet, Wed, LONG, Neutral, SSL Sweep, 3.81, 95%, 86%, 75%, 4.6, 0.25, 2329.98, 2321.48, 2346.98, 2321.48, 1:-1.0, -1.0R, 44, +0.5R, -1.0R, CLOSED_SL
215, XAUUSD, M5, NY Open, Thu, LONG, Bullish, SSL Sweep, 2.11, 77%, 94%, 95%, 3.0, 0.25, 2347.19, 2342.19, 2357.19, 2342.19, 1:-1.0, -1.0R, 16, +0.2R, -1.0R, CLOSED_SL
216, XAUUSD, M5, London KZ, Thu, SHORT, Neutral, BSL Sweep, 2.3, 92%, 79%, 75%, 4.28, 0.25, 2356.33, 2365.63, 2337.73, 2365.63, 1:-1.0, -1.0R, 33, +0.4R, -1.0R, CLOSED_SL
217, XAUUSD, M5, London KZ, Thu, SHORT, Neutral, BSL Sweep, 2.34, 83%, 95%, 75%, 4.71, 0.25, 2351.04, 2356.91, 2339.3, 2356.91, 1:-1.0, -1.0R, 30, +0.6R, -1.0R, CLOSED_SL
218, XAUUSD, M5, NY Open, Thu, LONG, Bullish, SSL Sweep, 4.3, 79%, 79%, 95%, 2.91, 0.25, 2330.63, 2322.12, 2364.67, 2364.67, 1:4.0, +4.0R, 22, +4.1R, -0.3R, CLOSED_TP3_FINAL
219, XAUUSD, M5, London KZ, Thu, SHORT, Neutral, BSL Sweep, 4.33, 77%, 86%, 75%, 4.76, 0.25, 2336.49, 2345.92, 2298.77, 2298.77, 1:4.0, +4.0R, 29, +4.4R, -0.3R, CLOSED_TP3_FINAL
220, XAUUSD, M5, London KZ, Thu, LONG, Bullish, SSL Sweep, 2.99, 95%, 78%, 95%, 4.16, 0.25, 2332.91, 2325.72, 2347.29, 2347.29, 1:2.0, +2.0R, 32, +2.5R, -0.2R, CLOSED_TP1
221, XAUUSD, M5, London KZ, Fri, SHORT, Bearish, BSL Sweep, 3.77, 94%, 82%, 95%, 2.87, 0.25, 2333.25, 2342.48, 2300.95, 2300.95, 1:3.5, +3.5R, 29, +3.7R, -0.1R, CLOSED_TP2
222, XAUUSD, M5, NY Open, Fri, LONG, Bullish, SSL Sweep, 4.85, 72%, 85%, 95%, 3.87, 0.25, 2348.22, 2340.81, 2377.86, 2377.86, 1:4.0, +4.0R, 18, +4.2R, -0.4R, CLOSED_TP3_FINAL
223, XAUUSD, M5, London KZ, Fri, LONG, Bullish, SSL Sweep, 3.68, 93%, 92%, 95%, 3.11, 0.25, 2336.49, 2330.3, 2361.25, 2361.25, 1:4.0, +4.0R, 11, +4.3R, -0.2R, CLOSED_TP3_FINAL
224, XAUUSD, M5, NY Open, Fri, SHORT, Bearish, BSL Sweep, 3.93, 85%, 81%, 95%, 2.72, 0.25, 2333.88, 2342.07, 2317.5, 2342.07, 1:-1.0, -1.0R, 15, +0.4R, -1.0R, CLOSED_SL
225, XAUUSD, M5, NY Open, Fri, SHORT, Bearish, BSL Sweep, 2.7, 90%, 92%, 95%, 3.39, 0.25, 2338.19, 2345.1, 2324.37, 2324.37, 1:2.0, +2.0R, 22, +2.2R, -0.2R, CLOSED_TP1
226, XAUUSD, M5, NY Open, Fri, LONG, Bullish, SSL Sweep, 4.07, 72%, 86%, 95%, 4.36, 0.25, 2341.25, 2332.47, 2358.81, 2358.81, 1:2.0, +2.0R, 34, +2.4R, -0.3R, CLOSED_TP1
227, XAUUSD, M5, NY Open, Mon, LONG, Bullish, SSL Sweep, 2.07, 92%, 76%, 95%, 3.65, 0.25, 2358.19, 2349.19, 2376.19, 2358.19, 1:0.0, +0.0R, 36, +1.8R, -0.1R, CLOSED_BE
228, XAUUSD, M5, Asia KZ, Mon, LONG, Bullish, SSL Sweep, 2.23, 83%, 77%, 85%, 4.77, 0.25, 2343.01, 2333.02, 2362.99, 2343.01, 1:0.0, +0.0R, 12, +2.0R, -0.2R, CLOSED_BE
229, XAUUSD, M5, NY Open, Mon, SHORT, Bearish, BSL Sweep, 3.57, 70%, 94%, 95%, 3.85, 0.25, 2351.79, 2357.35, 2329.55, 2329.55, 1:4.0, +4.0R, 14, +4.3R, -0.3R, CLOSED_TP3_FINAL
230, XAUUSD, M5, NY Open, Mon, LONG, Bullish, SSL Sweep, 4.75, 81%, 88%, 95%, 3.11, 0.25, 2350.15, 2342.29, 2365.87, 2365.87, 1:2.0, +2.0R, 33, +2.2R, -0.1R, CLOSED_TP1
231, XAUUSD, M5, NY Silver Bullet, Mon, SHORT, Bearish, BSL Sweep, 1.97, 85%, 83%, 95%, 4.56, 0.25, 2329.28, 2338.37, 2297.47, 2297.47, 1:3.5, +3.5R, 14, +3.9R, -0.4R, CLOSED_TP2
232, XAUUSD, M5, London KZ, Mon, SHORT, Bearish, BSL Sweep, 3.31, 80%, 83%, 95%, 4.18, 0.25, 2349.2, 2354.65, 2330.12, 2330.12, 1:3.5, +3.5R, 31, +3.9R, -0.3R, CLOSED_TP2
233, XAUUSD, M5, NY Silver Bullet, Tue, LONG, Bullish, SSL Sweep, 3.52, 74%, 91%, 95%, 4.52, 0.25, 2333.62, 2327.66, 2345.54, 2333.62, 1:0.0, +0.0R, 37, +2.0R, -0.1R, CLOSED_BE
234, XAUUSD, M5, NY Open, Tue, LONG, Neutral, SSL Sweep, 4.6, 86%, 87%, 75%, 3.96, 0.25, 2334.69, 2329.54, 2355.29, 2355.29, 1:4.0, +4.0R, 38, +4.3R, -0.4R, CLOSED_TP3_FINAL
235, XAUUSD, M5, London KZ, Tue, LONG, Bullish, SSL Sweep, 2.68, 92%, 77%, 95%, 3.16, 0.25, 2343.21, 2337.4, 2354.83, 2354.83, 1:2.0, +2.0R, 21, +2.4R, -0.3R, CLOSED_TP1
236, XAUUSD, M5, NY Open, Tue, LONG, Bullish, SSL Sweep, 5.09, 91%, 75%, 95%, 3.59, 0.25, 2334.8, 2328.93, 2346.54, 2328.93, 1:-1.0, -1.0R, 27, +0.3R, -1.0R, CLOSED_SL
237, XAUUSD, M5, NY Open, Tue, SHORT, Bearish, BSL Sweep, 3.08, 81%, 89%, 95%, 3.08, 0.25, 2346.04, 2354.43, 2329.26, 2354.43, 1:-1.0, -1.0R, 14, +0.4R, -1.0R, CLOSED_SL
238, XAUUSD, M5, Asia KZ, Tue, SHORT, Bearish, BSL Sweep, 3.82, 79%, 84%, 85%, 4.07, 0.25, 2344.52, 2351.2, 2321.14, 2321.14, 1:3.5, +3.5R, 27, +3.9R, -0.2R, CLOSED_TP2
239, XAUUSD, M5, NY Open, Tue, LONG, Bullish, SSL Sweep, 4.54, 95%, 94%, 95%, 3.43, 0.25, 2338.5, 2332.8, 2358.45, 2358.45, 1:3.5, +3.5R, 34, +4.0R, -0.2R, CLOSED_TP2
240, XAUUSD, M5, NY Open, Wed, LONG, Bullish, SSL Sweep, 4.23, 91%, 92%, 95%, 3.97, 0.25, 2343.01, 2333.31, 2376.96, 2376.96, 1:3.5, +3.5R, 43, +3.9R, -0.4R, CLOSED_TP2
241, XAUUSD, M5, London KZ, Wed, LONG, Bullish, SSL Sweep, 4.27, 87%, 80%, 95%, 4.68, 0.25, 2354.54, 2346.27, 2371.08, 2371.08, 1:2.0, +2.0R, 29, +2.4R, -0.2R, CLOSED_TP1
242, XAUUSD, M5, NY Open, Wed, SHORT, Bearish, BSL Sweep, 3.4, 90%, 93%, 95%, 3.83, 0.25, 2345.84, 2353.2, 2331.12, 2331.12, 1:2.0, +2.0R, 27, +2.4R, -0.2R, CLOSED_TP1
243, XAUUSD, M5, London KZ, Thu, LONG, Bullish, SSL Sweep, 5.16, 84%, 79%, 95%, 3.23, 0.25, 2348.55, 2339.66, 2384.11, 2384.11, 1:4.0, +4.0R, 11, +4.5R, -0.2R, CLOSED_TP3_FINAL
244, XAUUSD, M5, London KZ, Thu, LONG, Bullish, SSL Sweep, 2.34, 95%, 77%, 95%, 2.8, 0.25, 2338.12, 2330.97, 2363.14, 2363.14, 1:3.5, +3.5R, 20, +3.8R, -0.1R, CLOSED_TP2
245, XAUUSD, M5, Asia KZ, Thu, SHORT, Bearish, BSL Sweep, 3.61, 70%, 75%, 85%, 3.94, 0.25, 2333.86, 2342.33, 2316.92, 2316.92, 1:2.0, +2.0R, 27, +2.1R, -0.3R, CLOSED_TP1
246, XAUUSD, M5, NY Silver Bullet, Thu, SHORT, Bearish, BSL Sweep, 3.35, 86%, 94%, 95%, 3.71, 0.25, 2338.15, 2346.58, 2308.64, 2308.64, 1:3.5, +3.5R, 33, +3.7R, -0.2R, CLOSED_TP2
247, XAUUSD, M5, NY Open, Fri, LONG, Neutral, SSL Sweep, 1.87, 86%, 80%, 75%, 2.78, 0.25, 2344.56, 2335.6, 2380.4, 2380.4, 1:4.0, +4.0R, 11, +4.2R, -0.3R, CLOSED_TP3_FINAL
248, XAUUSD, M5, London KZ, Fri, LONG, Bullish, SSL Sweep, 1.87, 92%, 78%, 95%, 3.46, 0.25, 2335.31, 2327.57, 2350.79, 2350.79, 1:2.0, +2.0R, 8, +2.2R, -0.3R, CLOSED_TP1
249, XAUUSD, M5, NY Open, Fri, SHORT, Bearish, BSL Sweep, 4.18, 83%, 78%, 95%, 3.68, 0.25, 2341.79, 2348.2, 2328.97, 2341.79, 1:0.0, +0.0R, 24, +1.7R, -0.2R, CLOSED_BE
250, XAUUSD, M5, Asia KZ, Fri, SHORT, Bearish, BSL Sweep, 2.8, 71%, 92%, 85%, 3.64, 0.25, 2331.23, 2340.9, 2311.89, 2311.89, 1:2.0, +2.0R, 15, +2.1R, -0.1R, CLOSED_TP1
